Category,State,Rank,HS Code,Description,Value2017,Value2018,Value2019,Value2020,Share2017,Share2018,Share2019,Share2020
Import,AL,21,870892,MUFFLERS AND EXHAUST PIPES FOR MOTOR VEHICLES,60,76,179,227,0.3,0.3,0.6,0.9
Import,AL,22,870870,ROAD WHEELS AND PARTS AND ACCESSORIES THEREOF FOR,207,191,221,205,0.9,0.7,0.8,0.8
Import,AL,23,854370,"ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDU",131,133,171,204,0.6,0.5,0.6,0.8
Import,AL,24,711292,"WASTE AND SCRAP OF PLATINUM, INCLUDING METAL CLAD",116,118,165,198,0.5,0.5,0.6,0.8
Import,AL,25,851521,ELECTRIC MACHINES AND APPARATUS FOR RESISTANCE WEL,148,28,48,189,0.6,0.1,0.2,0.7
Import,AL,-1,0,Total_25,9883,11038,11971,10000,41.9,42.2,42.1,39.2
Export,AZ,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",2170,2535,2689,1880,10.4,11.3,10.9,9.5
Export,AZ,2,260300,COPPER ORES AND CONCENTRATES,1054,1022,1710,1309,5.0,4.5,6.9,6.6
Export,AZ,3,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",896,943,843,790,4.3,4.2,3.4,4.0
Export,AZ,4,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",849,936,878,632,4.1,4.2,3.6,3.2
Export,AZ,5,930690,"BOMBS, GRENADES, TORPEDOES, MINES, MISSILES AND SI",698,627,799,434,3.3,2.8,3.2,2.2
Export,AZ,6,853890,PARTS FOR ELECTRICAL APPARATUS FOR ELECTRICAL CIRC,454,498,489,372,2.2,2.2,2.0,1.9
Export,AZ,7,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",382,501,589,365,1.8,2.2,2.4,1.8
Export,AZ,8,854150,"SEMICONDUCTOR DEVICES, EXCEPT PHOTOSENSITIVE AND P",418,452,406,333,2.0,2.0,1.6,1.7
Export,AZ,9,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",163,180,299,280,0.8,0.8,1.2,1.4
Export,AZ,10,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",38,44,139,273,0.2,0.2,0.6,1.4
Export,AZ,11,848690,MACHINES AND APPARATUS OF A KIND USED FOR THE MANU,193,219,196,251,0.9,1.0,0.8,1.3
Export,AZ,12,853669,ELECTRICAL PLUGS AND SOCKETS FOR A VOLTAGE NOT EXC,373,411,333,237,1.8,1.8,1.3,1.2
Export,AZ,13,271121,"NATURAL GAS, GASEOUS",214,179,194,217,1.0,0.8,0.8,1.1
Export,AZ,14,853710,"BOARDS, PANELS, CONSOLES, ETC. WITH ELECTRICAL APP",198,232,237,212,0.9,1.0,1.0,1.1
Export,AZ,15,880212,"HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 2,000 K",0,0,630,185,0.0,0.0,2.6,0.9
Export,AZ,16,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",173,185,208,166,0.8,0.8,0.8,0.8
Export,AZ,17,902190,ARTIFICIAL PARTS OF THE BODY NESOI; AND PARTS AND,165,145,169,158,0.8,0.6,0.7,0.8
Export,AZ,18,847150,DIGITAL PROCESSING UNITS OTHER THAN THOSE OF 8471.,98,155,161,157,0.5,0.7,0.7,0.8
Export,AZ,19,392690,"ARTICLES OF PLASTICS, NESOI",153,161,175,155,0.7,0.7,0.7,0.8
Export,AZ,20,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",71,83,52,141,0.3,0.4,0.2,0.7
Export,AZ,21,901839,"MEDICAL ETC. NEEDLES NESOI, CATHETERS, CANNULAE AN",128,115,148,139,0.6,0.5,0.6,0.7
Export,AZ,22,853690,"ELECTRICAL APPARATUS FOR SWITCHING, PROTECTING OR",188,183,195,128,0.9,0.8,0.8,0.6
Export,AZ,23,848620,MACHINES AND APPARATUS FOR THE MANUFACTURE OF SEMI,74,57,69,121,0.4,0.3,0.3,0.6
Export,AZ,24,854449,"INSULATED ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT E",146,181,158,117,0.7,0.8,0.6,0.6
Export,AZ,25,854370,"ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDU",97,96,92,115,0.5,0.4,0.4,0.6
Export,AZ,-1,0,Total_25,9395,10140,11860,9167,44.9,45.0,48.1,46.5
Import,AZ,1,880240,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",673,97,197,1544,3.3,0.4,0.7,6.0
Import,AZ,2,848620,MACHINES AND APPARATUS FOR THE MANUFACTURE OF SEMI,453,672,2362,729,2.2,3.0,8.9,2.8
Import,AZ,3,70200,"TOMATOES, FRESH OR CHILLED",462,547,557,651,2.3,2.4,2.1,2.5
Import,AZ,4,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",204,307,506,621,1.0,1.4,1.9,2.4
Import,AZ,5,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",257,293,551,592,1.3,1.3,2.1,2.3
Import,AZ,6,854140,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCLUDING PH",307,273,365,536,1.5,1.2,1.4,2.1
Import,AZ,7,70960,FRUITS OF THE GENUS CAPSICUM (PEPPERS) OR OF THE G,379,448,505,450,1.8,2.0,1.9,1.8
Import,AZ,8,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",501,679,756,438,2.4,3.0,2.8,1.7
Import,AZ,9,854430,INSULATED IGNITION WIRING SETS AND OTHER WIRING SE,363,411,445,363,1.8,1.8,1.7,1.4
Import,AZ,10,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,113,141,270,361,0.6,0.6,1.0,1.4
Import,AZ,11,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHODES,228,208,119,355,1.1,0.9,0.4,1.4
Import,AZ,12,70993,"PUMPKINS, SQUASH AND GOURDS (CUCURBITA SPP.), FRES",254,268,259,347,1.2,1.2,1.0,1.4
Import,AZ,13,80610,"GRAPES, FRESH",182,192,323,323,0.9,0.9,1.2,1.3
Import,AZ,14,853669,ELECTRICAL PLUGS AND SOCKETS FOR A VOLTAGE NOT EXC,344,359,331,312,1.7,1.6,1.2,1.2
Import,AZ,15,70700,"CUCUMBERS AND GHERKINS, FRESH OR CHILLED",224,256,300,302,1.1,1.1,1.1,1.2
Import,AZ,16,847150,DIGITAL PROCESSING UNITS OTHER THAN THOSE OF 8471.,47,64,67,297,0.2,0.3,0.3,1.2
Import,AZ,17,853710,"BOARDS, PANELS, CONSOLES, ETC. WITH ELECTRICAL APP",229,264,334,297,1.1,1.2,1.3,1.2
Import,AZ,18,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",50,240,217,252,0.2,1.1,0.8,1.0
Import,AZ,19,842890,"LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY",269,300,287,243,1.3,1.3,1.1,0.9
Import,AZ,20,10229,"CATTLE, LIVE, OTHER THAN PUREBRED BREEDING",179,184,161,239,0.9,0.8,0.6,0.9
Import,AZ,21,850710,LEAD-ACID STORAGE BATTERIES OF A KIND USED FOR STA,48,207,245,238,0.2,0.9,0.9,0.9
Import,AZ,22,854390,PARTS FOR ELECTRICAL MACHINES AND APPARATUS HAVING,167,222,364,228,0.8,1.0,1.4,0.9
Import,AZ,23,841290,"PARTS FOR ENGINES AND MOTORS, NESOI",14,14,218,228,0.1,0.1,0.8,0.9
Import,AZ,24,853890,PARTS FOR ELECTRICAL APPARATUS FOR ELECTRICAL CIRC,278,282,258,213,1.4,1.3,1.0,0.8
Import,AZ,25,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",29,47,56,210,0.1,0.2,0.2,0.8
Import,AZ,-1,0,Total_25,6255,6976,10053,10372,30.5,31.2,37.9,40.4
Export,AR,-1,0,Total_25,3233,3366,3369,3031,51.9,52.2,54.1,58.3
Export,AR,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1503,995,1039,1023,24.1,15.4,16.7,19.7
Export,AR,2,100630,"RICE, SEMI-MILLED OR WHOLLY MILLED, WHETHER OR NOT",222,233,206,216,3.6,3.6,3.3,4.2
Export,AR,3,470321,"CHEMICAL WOODPULP, SODA OR SULFATE, OTHER THAN DIS",111,189,242,202,1.8,2.9,3.9,3.9
Export,AR,4,40711,EGGS OF CHICKENS (FOWLS OF THE SPECIES GALLUS DOME,162,172,185,170,2.6,2.7,3.0,3.3
Export,AR,5,20714,CHICKEN CUTS AND EDIBLE OFFAL (INCLUDING LIVERS) F,190,171,154,156,3.1,2.7,2.5,3.0
Export,AR,6,481151,"PAPER & PAPERBOARD, COATED, IMPREGNATED OR COVERED",189,206,195,151,3.0,3.2,3.1,2.9
Export,AR,7,520100,"COTTON, NOT CARDED OR COMBED",63,117,99,132,1.0,1.8,1.6,2.5
Export,AR,8,930690,"BOMBS, GRENADES, TORPEDOES, MINES, MISSILES AND SI",79,463,61,131,1.3,7.2,1.0,2.5
Export,AR,9,400821,"PLATES, SHEETS AND STRIP OF VULCANIZED RUBBER, EXC",72,75,80,83,1.1,1.2,1.3,1.6
Export,AR,10,842920,"GRADERS AND LEVELERS, SELF-PROPELLED",19,73,88,75,0.3,1.1,1.4,1.4
Export,AR,11,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,56,49,83,73,0.9,0.8,1.3,1.4
Export,AR,12,293090,"ORGANO-SULFUR COMPOUNDS, NESOI",85,78,72,71,1.4,1.2,1.2,1.4
Export,AR,13,20713,CHICKEN CUTS AND EDIBLE OFFAL (INCLUDING LIVERS) F,67,75,70,70,1.1,1.2,1.1,1.3
Export,AR,14,210690,FOOD PREPARATIONS NESOI,55,66,60,67,0.9,1.0,1.0,1.3
Export,AR,15,860610,"RAILWAY OR TRAMWAY TANK CARS AND THE LIKE, NOT SEL",0,1,364,46,0.0,0.0,5.8,0.9
Export,AR,16,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,0,20,15,45,0.0,0.3,0.2,0.9
Export,AR,17,850152,"AC MOTORS NESOI, MULTI-PHASE, OF AN OUTPUT EXCEEDI",60,63,58,40,1.0,1.0,0.9,0.8
Export,AR,18,841582,"AIR CONDITIONING MACHINES NESOI, INCORPORATING A R",45,49,51,40,0.7,0.8,0.8,0.8
Export,AR,19,854460,"INSULATED ELECTRIC CONDUCTORS, FOR A VOLTAGE EXCEE",20,37,39,39,0.3,0.6,0.6,0.7
Export,AR,20,853669,ELECTRICAL PLUGS AND SOCKETS FOR A VOLTAGE NOT EXC,95,84,45,38,1.5,1.3,0.7,0.7
Export,AR,21,220870,LIQUEURS AND CORDIALS,51,47,41,34,0.8,0.7,0.7,0.7
Export,AR,22,230110,"FLOURS, MEALS AND PELLETS, OF MEAT OR MEAT OFFAL,",21,21,37,32,0.3,0.3,0.6,0.6
Export,AR,23,392020,"PLATES, SHEETS, FILM, FOIL AND STRIP OF PLASTICS,",27,29,30,32,0.4,0.4,0.5,0.6
Export,AR,24,100620,"RICE, HUSKED (BROWN)",15,16,26,32,0.2,0.2,0.4,0.6
Export,AR,25,730240,RAILWAY OR TRAMWAY TRACK FISH-PLATES AND SOLE PLAT,27,39,31,32,0.4,0.6,0.5,0.6
Import,AR,-1,0,Total_25,3010,4018,3499,3171,32.4,34.9,36.3,36.7
Import,AR,1,880240,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",840,854,829,432,9.0,7.4,8.6,5.0
Import,AR,2,880230,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",437,449,528,345,4.7,3.9,5.5,4.0
Import,AR,3,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",119,142,112,246,1.3,1.2,1.2,2.9
Import,AR,4,950300,"TRICYCLES, SCOOTERS, PEDAL CARS AND SIMILAR WHEELE",405,605,312,244,4.4,5.3,3.2,2.8
Import,AR,5,640299,"FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR",107,232,201,202,1.1,2.0,2.1,2.3
Import,AR,6,640419,"FOOTWEAR, WITH OUTER SOLES OF RUBBER OR PLASTICS A",152,241,233,175,1.6,2.1,2.4,2.0
Import,AR,7,760110,"ALUMINUM, NOT ALLOYED, UNWROUGHT",17,110,35,112,0.2,1.0,0.4,1.3
Import,AR,8,930690,"BOMBS, GRENADES, TORPEDOES, MINES, MISSILES AND SI",48,87,90,110,0.5,0.8,0.9,1.3
Import,AR,9,630790,"MADE-UP TEXTILE ARTICLES, NESOI",52,74,52,108,0.6,0.6,0.5,1.2
Import,AR,10,640411,"SPORTS FOOTWEAR, INCLUDING TENNIS SHOES, BASKETBAL",42,84,112,93,0.5,0.7,1.2,1.1
Import,AR,11,870120,ROAD TRACTORS FOR SEMI-TRAILERS,98,111,151,90,1.1,1.0,1.6,1.0
Import,AR,12,611020,"SWEATERS, PULLOVERS, SWEATSHIRTS, VESTS AND SIMILA",42,71,77,85,0.5,0.6,0.8,1.0
Import,AR,13,640340,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LE",54,96,85,85,0.6,0.8,0.9,1.0
Import,AR,14,610462,"WOMEN'S OR GIRLS' TROUSERS, BIB AND BRACE OVERALLS",65,94,62,85,0.7,0.8,0.6,1.0
Import,AR,15,640291,"FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR",53,77,88,81,0.6,0.7,0.9,0.9
Import,AR,16,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",4,10,18,75,0.0,0.1,0.2,0.9
Import,AR,17,843920,MACHINERY FOR MAKING PAPER OR PAPERBOARD,0,0,4,74,0.0,0.0,0.0,0.9
Import,AR,18,930400,"ARMS NESOI (INCLUDING SPRING, AIR OR GAS GUNS AND",45,46,58,74,0.5,0.4,0.6,0.9
Import,AR,19,854442,"ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1",76,132,100,72,0.8,1.1,1.0,0.8
Import,AR,20,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHICLES,62,76,72,69,0.7,0.7,0.7,0.8
Import,AR,21,841191,PARTS OF TURBOJETS OR TURBOPROPELLERS,139,152,76,68,1.5,1.3,0.8,0.8
Import,AR,22,610910,"T-SHIRTS, SINGLETS, TANK TOPS AND SIMILAR GARMENTS",19,72,44,65,0.2,0.6,0.5,0.7
Import,AR,23,392690,"ARTICLES OF PLASTICS, NESOI",34,87,63,63,0.4,0.8,0.6,0.7
Import,AR,24,846729,"TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED",61,74,69,59,0.7,0.6,0.7,0.7
Import,AR,25,950691,ARTICLES AND EQUIPMENT FOR GENERAL PHYSICAL EXERCI,39,40,29,59,0.4,0.3,0.3,0.7
Export,CO,-1,0,Total_25,2964,3071,3077,4015,36.8,36.9,38.0,48.5
Export,CO,1,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",507,479,475,531,6.3,5.7,5.9,6.4
Export,CO,2,880260,SPACECRAFT (INCLUDING SATELLITES) AND SUBORBITAL A,0,0,1,509,0.0,0.0,0.0,6.1
Export,CO,3,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",471,397,430,454,5.8,4.8,5.3,5.5
Export,CO,4,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",295,310,302,314,3.7,3.7,3.7,3.8
Export,CO,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",167,265,275,271,2.1,3.2,3.4,3.3
Export,CO,6,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",194,276,245,269,2.4,3.3,3.0,3.3
Export,CO,7,854790,"INSULATING FITTINGS NESOI, FOR ELECTRICAL MACHINES",0,0,0,168,0.0,0.0,0.0,2.0
Export,CO,8,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",115,104,110,138,1.4,1.3,1.4,1.7
Export,CO,9,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",4,35,48,126,0.1,0.4,0.6,1.5
Export,CO,10,902110,ORTHOPEDIC OR FRACTURE APPLIANCES; PARTS AND ACCES,127,132,145,115,1.6,1.6,1.8,1.4
Export,CO,11,20220,"MEAT OF BOVINE ANIMALS, CUTS WITH BONE IN (OTHER T",93,131,133,106,1.2,1.6,1.6,1.3
Export,CO,12,854710,"INSULATING FITTINGS OF CERAMICS, FOR ELECTRICAL MA",2,17,21,103,0.0,0.2,0.3,1.2
Export,CO,13,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",87,92,97,98,1.1,1.1,1.2,1.2
Export,CO,14,902750,INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL,77,97,97,89,1.0,1.2,1.2,1.1
Export,CO,15,20312,"MEAT OF SWINE, HAMS, SHOULDERS AND CUTS THEREOF, W",108,59,68,87,1.3,0.7,0.8,1.0
Export,CO,16,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",152,140,108,86,1.9,1.7,1.3,1.0
Export,CO,17,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",68,66,76,69,0.9,0.8,0.9,0.8
Export,CO,18,880230,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",21,0,42,68,0.3,0.0,0.5,0.8
Export,CO,19,760612,ALUMINUM ALLOY RECTANGULAR (INCLUDING SQUARE) PLAT,31,67,31,67,0.4,0.8,0.4,0.8
Export,CO,20,392690,"ARTICLES OF PLASTICS, NESOI",65,65,55,64,0.8,0.8,0.7,0.8
Export,CO,21,902680,INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKIN,66,71,69,59,0.8,0.8,0.9,0.7
Export,CO,22,848690,MACHINES AND APPARATUS OF A KIND USED FOR THE MANU,42,46,50,58,0.5,0.5,0.6,0.7
Export,CO,23,761290,"ALUMINUM CASKS, DRUMS, CANS, BOXES AND SIMILAR PLA",65,47,58,57,0.8,0.6,0.7,0.7
Export,CO,24,410150,"WHOLE HIDES AND SKINS, OF A WEIGHT EXCEEDING 16 KG",157,119,82,56,2.0,1.4,1.0,0.7
Export,CO,25,902690,PARTS AND ACCESSORIES FOR INSTRUMENTS AND APPARATU,50,57,57,51,0.6,0.7,0.7,0.6
Import,CO,-1,0,Total_25,5616,6107,5872,5604,43.4,45.2,44.8,46.6
Import,CO,1,270900,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS,",2050,2218,2240,1578,15.8,16.4,17.1,13.1
Import,CO,2,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",495,652,327,527,3.8,4.8,2.5,4.4
Import,CO,3,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",311,383,372,335,2.4,2.8,2.8,2.8
Import,CO,4,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",167,139,212,333,1.3,1.0,1.6,2.8
Import,CO,5,880230,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",191,298,365,332,1.5,2.2,2.8,2.8
Import,CO,6,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",185,140,150,270,1.4,1.0,1.1,2.2
Import,CO,7,847150,DIGITAL PROCESSING UNITS OTHER THAN THOSE OF 8471.,376,594,400,253,2.9,4.4,3.0,2.1
Import,CO,8,902140,HEARING AIDS,312,299,303,243,2.4,2.2,2.3,2.0
Import,CO,9,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",139,130,142,197,1.1,1.0,1.1,1.6
Import,CO,10,902110,ORTHOPEDIC OR FRACTURE APPLIANCES; PARTS AND ACCES,199,159,179,183,1.5,1.2,1.4,1.5
Import,CO,11,392690,"ARTICLES OF PLASTICS, NESOI",207,204,160,177,1.6,1.5,1.2,1.5
Import,CO,12,841290,"PARTS FOR ENGINES AND MOTORS, NESOI",241,114,122,140,1.9,0.8,0.9,1.2
Import,CO,13,848340,"GEARS AND GEARING (EXCEPT TOOTHED WHEELS, CHAIN SP",115,81,154,128,0.9,0.6,1.2,1.1
Import,CO,14,640299,"FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR",10,10,11,123,0.1,0.1,0.1,1.0
Import,CO,15,441012,"ORIENTED STRAND BOARD (OSB), OF WOOD",94,89,46,112,0.7,0.7,0.3,0.9
Import,CO,16,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,14,63,101,0.0,0.1,0.5,0.8
Import,CO,17,853710,"BOARDS, PANELS, CONSOLES, ETC. WITH ELECTRICAL APP",120,86,89,87,0.9,0.6,0.7,0.7
Import,CO,18,630790,"MADE-UP TEXTILE ARTICLES, NESOI",27,18,22,73,0.2,0.1,0.2,0.6
Import,CO,19,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",28,79,134,70,0.2,0.6,1.0,0.6
Import,CO,20,940161,"SEATS WITH WOODEN FRAMES, UPHOLSTERED, NESOI",80,70,66,67,0.6,0.5,0.5,0.6
Import,CO,21,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,47,56,63,59,0.4,0.4,0.5,0.5
Import,CO,22,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",71,109,64,56,0.5,0.8,0.5,0.5
Import,CO,23,902690,PARTS AND ACCESSORIES FOR INSTRUMENTS AND APPARATU,44,45,46,54,0.3,0.3,0.4,0.5
Import,CO,24,854370,"ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDU",32,56,101,54,0.2,0.4,0.8,0.4
Import,CO,25,852550,TRANSMISSION APPARATUS FOR RADIO-BROADCASTING OR T,75,62,42,52,0.6,0.5,0.3,0.4
Export,CT,-1,0,Total_25,7622,9593,8702,7389,51.5,55.1,53.6,53.5
Export,CT,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",5568,7014,5974,4052,37.6,40.3,36.8,29.4
Export,CT,2,848690,MACHINES AND APPARATUS OF A KIND USED FOR THE MANU,352,459,490,618,2.4,2.6,3.0,4.5
Export,CT,3,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",4,244,169,409,0.0,1.4,1.0,3.0
Export,CT,4,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",65,96,121,169,0.4,0.6,0.7,1.2
Export,CT,5,841191,PARTS OF TURBOJETS OR TURBOPROPELLERS,173,182,238,167,1.2,1.0,1.5,1.2
Export,CT,6,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",114,124,143,153,0.8,0.7,0.9,1.1
Export,CT,7,841199,"PARTS OF GAS TURBINES, NESOI (OTHER THAN PARTS FOR",86,97,135,151,0.6,0.6,0.8,1.1
Export,CT,8,880310,"PROPELLERS AND ROTORS AND PARTS THEREOF, FOR BALLO",32,56,89,129,0.2,0.3,0.5,0.9
Export,CT,9,850163,"AC GENERATORS (ALTERNATORS), OF AN OUTPUT EXCEEDIN",144,39,112,112,1.0,0.2,0.7,0.8
Export,CT,10,382499,CHEMICAL PRODUCTS AND PREPARATIONS OF THE CHEMICAL,71,96,97,112,0.5,0.5,0.6,0.8
Export,CT,11,950300,"TRICYCLES, SCOOTERS, PEDAL CARS AND SIMILAR WHEELE",11,12,24,109,0.1,0.1,0.1,0.8
Export,CT,12,853710,"BOARDS, PANELS, CONSOLES, ETC. WITH ELECTRICAL APP",84,86,108,109,0.6,0.5,0.7,0.8
Export,CT,13,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",68,84,102,105,0.5,0.5,0.6,0.8
Export,CT,14,720449,"FERROUS WASTE AND SCRAP, NESOI",35,67,65,104,0.2,0.4,0.4,0.8
Export,CT,15,270900,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS,",0,0,90,103,0.0,0.0,0.6,0.7
Export,CT,16,901320,"LASERS, OTHER THAN LASER DIODES",135,155,89,99,0.9,0.9,0.5,0.7
Export,CT,17,210690,FOOD PREPARATIONS NESOI,58,77,80,98,0.4,0.4,0.5,0.7
Export,CT,18,283620,DISODIUM CARBONATE,136,143,115,93,0.9,0.8,0.7,0.7
Export,CT,19,903190,PARTS AND ACCESSORIES FOR MEASURING OR CHECKING IN,54,71,71,91,0.4,0.4,0.4,0.7
Export,CT,20,902780,INSTUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL,145,149,116,77,1.0,0.9,0.7,0.6
Export,CT,21,901819,ELECTRO-DIAGNOSTIC APPARATUS (AND APPARATUS FOR FU,34,46,47,67,0.2,0.3,0.3,0.5
Export,CT,22,847989,MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDU,37,61,47,67,0.3,0.4,0.3,0.5
Export,CT,23,841221,"HYDRAULIC POWER ENGINES AND MOTORS, LINEAR ACTING",55,44,27,66,0.4,0.3,0.2,0.5
Export,CT,24,902214,"APPARATUS BASED ON THE USE OF X-RAYS FOR MEDICAL,",96,106,86,66,0.6,0.6,0.5,0.5
Export,CT,25,903180,"MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND",65,83,69,63,0.4,0.5,0.4,0.5
Import,CT,-1,0,Total_25,6169,7104,8387,7787,33.0,35.8,41.8,43.3
Import,CT,1,710691,"SILVER, UNWROUGHT NESOI (OTHER THAN POWDER)",982,893,1144,1308,5.3,4.5,5.7,7.3
Import,CT,2,880240,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",249,359,1036,1167,1.3,1.8,5.2,6.5
Import,CT,3,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,557,784,987,547,3.0,3.9,4.9,3.0
Import,CT,4,880230,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",322,547,535,453,1.7,2.8,2.7,2.5
Import,CT,5,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHODES,437,725,857,400,2.3,3.7,4.3,2.2
Import,CT,6,841191,PARTS OF TURBOJETS OR TURBOPROPELLERS,410,536,595,340,2.2,2.7,3.0,1.9
Import,CT,7,293499,"NUCLEIC ACIDS AND THERE SALTS, WHETER OR NOT CHEMI",278,42,64,339,1.5,0.2,0.3,1.9
Import,CT,8,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",109,209,392,328,0.6,1.1,2.0,1.8
Import,CT,9,760110,"ALUMINUM, NOT ALLOYED, UNWROUGHT",656,414,248,322,3.5,2.1,1.2,1.8
Import,CT,10,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI (OTHER THAN POW",152,196,187,292,0.8,1.0,0.9,1.6
Import,CT,11,293590,"SULPHONAMIDES, NESOI",15,329,346,247,0.1,1.7,1.7,1.4
Import,CT,12,293339,HETEROCYCLIC COMPOUNDS CONTAINING AN UNFUSED PYRID,33,20,11,240,0.2,0.1,0.1,1.3
Import,CT,13,940161,"SEATS WITH WOODEN FRAMES, UPHOLSTERED, NESOI",188,161,175,193,1.0,0.8,0.9,1.1
Import,CT,14,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",295,234,175,160,1.6,1.2,0.9,0.9
Import,CT,15,848690,MACHINES AND APPARATUS OF A KIND USED FOR THE MANU,139,188,129,159,0.7,0.9,0.6,0.9
Import,CT,16,790112,"ZINC, NOT ALLOYED, CONTAINING UNDER 99.99% ZINC BY",120,132,183,156,0.6,0.7,0.9,0.9
Import,CT,17,841459,"FANS, NESOI",138,152,177,150,0.7,0.8,0.9,0.8
Import,CT,18,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,236,403,332,146,1.3,2.0,1.7,0.8
